Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,69.578003,69.578003,68.938004,69.970001,69.970001,0
2011-01-04,69.189003,70.461998,69.189003,69.057999,69.057999,0
2011-01-05,70.029999,70.773003,69.917999,69.981003,69.981003,0
2011-01-06,70.390999,70.427002,69.983002,70.094002,70.094002,0
2011-01-07,69.906998,70.390999,69.906998,69.896004,69.896004,0
2011-01-10,70.410004,70.695000,70.250999,70.570000,70.570000,0
2011-01-11,70.584000,70.657997,70.080002,70.568001,70.568001,0
2011-01-12,70.441002,70.678001,70.315002,70.393997,70.393997,0
2011-01-13,70.929001,71.571999,70.929001,70.791000,70.791000,0
2011-01-14,71.525002,72.109001,71.472000,71.336998,71.336998,0
2011-01-17,71.879997,72.567001,71.879997,72.089996,72.089996,0
2011-01-18,72.518997,72.959999,72.397003,72.186996,72.186996,0
2011-01-19,72.732002,72.778000,72.426003,72.466003,72.466003,0
2011-01-20,72.415001,72.933998,72.415001,72.434998,72.434998,0
2011-01-21,72.716003,72.982002,72.418999,72.810997,72.810997,0
2011-01-24,72.779999,72.903000,72.617996,72.916000,72.916000,0
2011-01-25,72.862000,72.875000,72.071999,72.685997,72.685997,0
2011-01-26,72.021004,72.191002,71.742996,72.136002,72.136002,0
2011-01-27,72.552002,72.856003,72.306999,72.297997,72.297997,0
2011-01-28,72.410004,72.864998,72.410004,72.644997,72.644997,0
2011-01-31,72.915001,73.450996,72.782997,72.714996,72.714996,0
2011-02-01,73.572998,73.855003,73.380997,73.370003,73.370003,0
2011-02-02,73.570999,74.022003,73.542000,73.287003,73.287003,0
2011-02-03,73.904999,74.190002,73.695999,73.570000,73.570000,0
2011-02-04,73.670998,73.724998,73.167999,73.529999,73.529999,0
2011-02-07,73.583000,73.669998,73.055000,73.366997,73.366997,0
2011-02-08,73.202003,73.324997,72.638000,72.988998,72.988998,0
2011-02-09,72.737999,73.196999,72.737999,72.533997,72.533997,0
2011-02-10,73.315002,73.517998,73.139000,73.016998,73.016998,0
2011-02-11,73.434998,73.500999,72.922997,73.420998,73.420998,0
2011-02-14,73.429001,73.429001,72.660004,72.996002,72.996002,0
2011-02-15,72.976997,73.453003,72.823997,72.699997,72.699997,0
2011-02-16,73.288002,73.499001,72.764000,73.244003,73.244003,0
2011-02-17,73.181999,73.269997,72.942001,72.917000,72.917000,0
2011-02-18,73.307999,73.388000,72.976997,73.095001,73.095001,0
2011-02-21,73.350998,73.350998,72.892998,73.279999,73.279999,0
2011-02-22,72.943001,73.282997,72.926003,72.903999,72.903999,0
2011-02-23,73.195000,73.480003,73.051003,72.876999,72.876999,0
2011-02-24,73.446999,73.639000,73.378998,73.080002,73.080002,0
2011-02-25,73.440002,73.440002,72.753998,73.271004,73.271004,0
2011-02-28,72.866997,73.504997,72.753998,72.866997,72.866997,0
2011-03-01,73.684998,73.684998,72.944000,73.292999,73.292999,0
2011-03-02,72.737000,73.128998,72.737000,73.003998,73.003998,0
2011-03-03,73.380997,73.595001,73.240997,73.149002,73.149002,0
2011-03-04,73.032997,73.332001,73.032997,73.000999,73.000999,0
2011-03-07,73.088997,73.610001,73.088997,73.106003,73.106003,0
2011-03-08,72.905998,73.028999,72.685997,72.820000,72.820000,0
2011-03-09,72.730003,73.010002,72.635002,72.554001,72.554001,0
2011-03-10,72.956001,73.110001,72.656998,72.694000,72.694000,0
2011-03-11,72.709999,72.738998,72.223999,72.378998,72.378998,0
2011-03-14,72.620003,72.745003,72.389999,72.753998,72.753998,0
2011-03-15,72.765999,73.121002,72.321999,72.742996,72.742996,0
2011-03-16,72.622002,72.782997,72.207001,72.603996,72.603996,0
2011-03-17,72.408997,73.014000,72.378998,72.126999,72.126999,0
2011-03-18,73.014999,73.014999,72.459999,72.723999,72.723999,0
2011-03-21,73.042000,73.329002,72.959000,73.050003,73.050003,0
2011-03-22,73.427002,73.702003,73.273003,73.210999,73.210999,0
2011-03-23,73.549004,73.669998,72.761002,73.431999,73.431999,0
2011-03-24,72.872002,72.872002,72.232002,72.700996,72.700996,0
2011-03-25,71.983002,72.067001,71.630997,71.828003,71.828003,0
2011-03-28,71.613998,71.793999,71.517998,71.632004,71.632004,0
2011-03-29,71.725998,71.725998,71.346001,71.544998,71.544998,0
2011-03-30,71.584999,71.990997,71.499001,71.399002,71.399002,0
2011-03-31,71.991997,72.088997,71.223999,71.696999,71.696999,0
2011-04-01,71.535004,71.559998,70.945000,71.311996,71.311996,0
2011-04-04,71.541000,71.835999,71.425003,71.634003,71.634003,0
2011-04-05,71.445000,72.175003,71.445000,71.500999,71.500999,0
2011-04-06,72.281998,72.329002,71.762001,72.135002,72.135002,0
2011-04-07,72.040001,72.181999,71.808998,71.938004,71.938004,0
2011-04-08,72.362999,72.439003,71.974998,71.896004,71.896004,0
2011-04-11,72.133003,72.726997,72.133003,72.230003,72.230003,0
2011-04-12,71.968002,72.125999,71.833000,72.497002,72.497002,0
2011-04-13,72.151001,72.606003,72.151001,71.916000,71.916000,0
2011-04-14,72.630997,72.717003,72.405998,72.253998,72.253998,0
2011-04-15,null,null,null,null,null,null
2011-04-18,72.264999,72.523003,71.912003,72.264000,72.264000,0
2011-04-19,72.208000,72.632004,72.208000,72.096001,72.096001,0
