Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,45.090000,45.090000,44.880001,44.910000,44.910000,0
2011-01-04,45.014000,45.361000,44.876999,44.882999,44.882999,0
2011-01-05,44.998001,45.578999,44.998001,44.935001,44.935001,0
2011-01-06,45.558998,45.601002,45.290001,45.377998,45.377998,0
2011-01-07,45.375999,45.798000,45.319000,45.339001,45.339001,0
2011-01-10,45.591000,45.734001,45.459000,45.698002,45.698002,0
2011-01-11,45.680000,45.688999,45.320999,45.619999,45.619999,0
2011-01-12,45.587002,45.740002,45.532001,45.536999,45.536999,0
2011-01-13,45.659000,45.852001,45.448002,45.548000,45.548000,0
2011-01-14,45.643002,45.798000,45.445999,45.590000,45.590000,0
2011-01-17,45.874001,46.139000,45.874001,45.224998,45.224998,0
2011-01-18,46.162998,46.298000,45.613998,46.025002,46.025002,0
2011-01-19,45.851002,45.917000,45.625999,45.680000,45.680000,0
2011-01-20,45.641998,45.820000,45.396999,45.492001,45.492001,0
2011-01-21,45.088001,46.008999,44.980999,45.057999,45.057999,0
2011-01-24,45.848999,45.893002,45.640999,45.855999,45.855999,0
2011-01-25,45.849998,45.983002,45.636002,45.722000,45.722000,0
2011-01-26,45.720001,45.764000,45.506001,45.738998,45.738998,0
2011-01-27,45.847000,45.897999,45.569000,45.665001,45.665001,0
2011-01-28,45.743000,45.991001,45.743000,45.895000,45.895000,0
2011-01-31,45.952000,46.048000,45.792000,45.790001,45.790001,0
2011-02-01,45.895000,45.985001,45.722000,45.734001,45.734001,0
2011-02-02,46.002998,46.241001,45.979000,45.859001,45.859001,0
2011-02-03,46.199001,46.223999,45.974998,45.993000,45.993000,0
2011-02-04,46.096001,46.334000,45.976002,45.988998,45.988998,0
2011-02-07,46.243000,46.243000,45.830002,46.188000,46.188000,0
2011-02-08,45.798000,45.886002,45.605999,45.740002,45.740002,0
2011-02-09,45.556999,45.749001,45.536999,45.379002,45.379002,0
2011-02-10,45.775002,45.935001,45.604000,45.624001,45.624001,0
2011-02-11,45.930000,46.062000,45.710999,45.820000,45.820000,0
2011-02-14,46.368999,46.368999,45.869999,46.212002,46.212002,0
2011-02-15,46.029999,46.189999,45.861000,45.842999,45.842999,0
2011-02-16,45.902000,46.152000,45.820000,45.875999,45.875999,0
2011-02-17,46.146000,46.175999,45.890999,45.998001,45.998001,0
2011-02-18,46.039001,46.039001,45.797001,45.918999,45.918999,0
2011-02-21,45.818001,45.830002,45.592999,45.723000,45.723000,0
2011-02-22,45.785999,46.007000,45.735001,45.598999,45.598999,0
2011-02-23,45.777000,45.819000,45.195999,45.588001,45.588001,0
2011-02-24,45.806000,46.318001,45.806000,45.550999,45.550999,0
2011-02-25,46.308998,46.308998,46.069000,46.188999,46.188999,0
2011-02-28,46.312000,46.452000,46.164001,46.205002,46.205002,0
2011-03-01,46.606998,46.606998,45.953999,46.372002,46.372002,0
2011-03-02,45.936001,46.116001,45.790001,46.020000,46.020000,0
2011-03-03,46.180000,46.388000,46.130001,46.103001,46.103001,0
2011-03-04,46.110001,46.301998,46.110001,46.137001,46.137001,0
2011-03-07,46.240002,46.473999,46.240002,46.160999,46.160999,0
2011-03-08,46.238998,46.426998,46.157001,46.220001,46.220001,0
2011-03-09,46.360001,46.480000,46.285000,46.222000,46.222000,0
2011-03-10,46.462002,46.584000,46.194000,46.314999,46.314999,0
2011-03-11,46.431000,46.497002,46.099998,46.229000,46.229000,0
2011-03-14,46.425999,46.472000,46.036999,46.548000,46.548000,0
2011-03-15,45.988998,46.210999,45.381001,46.216000,46.216000,0
2011-03-16,45.827000,46.018002,45.390999,45.870998,45.870998,0
2011-03-17,45.625999,45.792999,45.508999,45.403999,45.403999,0
2011-03-18,46.044998,46.044998,45.638000,45.702999,45.702999,0
2011-03-21,45.819000,46.175999,45.778999,45.717999,45.717999,0
2011-03-22,46.046001,46.125000,45.799999,45.881001,45.881001,0
2011-03-23,45.811001,45.876999,45.521999,45.784000,45.784000,0
2011-03-24,45.715000,45.896999,45.564999,45.648998,45.648998,0
2011-03-25,45.755001,45.844002,45.551998,45.667999,45.667999,0
2011-03-28,45.590000,45.952999,45.551998,45.528000,45.528000,0
