Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,59.506001,59.575001,59.212002,60.011002,60.011002,0
2011-01-04,59.639000,60.426998,59.639000,59.577000,59.577000,0
2011-01-05,59.764999,60.094002,59.469002,59.743000,59.743000,0
2011-01-06,59.623001,59.679001,58.999001,59.483002,59.483002,0
2011-01-07,58.831001,59.046001,58.584000,58.754002,58.754002,0
2011-01-10,58.520000,58.799999,58.431999,58.596001,58.596001,0
2011-01-11,58.716999,58.743999,58.110001,58.667000,58.667000,0
2011-01-12,58.588001,58.785000,58.356998,58.526001,58.526001,0
2011-01-13,59.011002,60.164001,59.011002,58.973000,58.973000,0
2011-01-14,60.257000,60.848000,60.214001,60.098999,60.098999,0
2011-01-17,60.519001,60.769001,60.306999,59.669899,59.669899,0
2011-01-18,60.486000,61.089001,60.407001,60.384998,60.384998,0
2011-01-19,61.078999,61.370998,60.916000,60.734001,60.734001,0
2011-01-20,61.115002,61.667999,61.115002,61.005001,61.005001,0
2011-01-21,60.480999,61.858002,60.480999,60.480999,60.480999,0
2011-01-24,61.952999,62.306999,61.735001,61.903999,61.903999,0
2011-01-25,62.188999,62.506001,61.997002,62.015999,62.015999,0
2011-01-26,62.312000,62.323002,61.971001,62.398998,62.398998,0
2011-01-27,62.452999,62.648998,62.087002,62.280998,62.280998,0
2011-01-28,62.457001,62.846001,62.379002,62.463001,62.463001,0
2011-01-31,62.560001,63.076000,62.446999,62.410999,62.410999,0
2011-02-01,62.881001,62.993000,62.674999,62.717999,62.717999,0
2011-02-02,63.058998,63.195000,62.734001,62.787998,62.787998,0
2011-02-03,63.000999,63.056000,62.070000,62.751999,62.751999,0
2011-02-04,62.265999,62.271999,61.625000,62.084000,62.084000,0
2011-02-07,62.120998,62.120998,61.292000,61.945000,61.945000,0
2011-02-08,61.717999,61.904999,61.509998,61.535999,61.535999,0
2011-02-09,61.806000,62.250000,61.791000,61.509998,61.509998,0
2011-02-10,62.445000,62.476002,62.046001,62.266998,62.266998,0
2011-02-11,62.110001,62.141998,61.563999,62.049999,62.049999,0
2011-02-14,61.874001,61.874001,60.988998,61.786999,61.786999,0
2011-02-15,61.444000,61.608002,61.186001,61.147999,61.147999,0
2011-02-16,61.339001,61.591000,61.168999,61.250999,61.250999,0
2011-02-17,61.733002,61.752998,61.292999,61.472000,61.472000,0
2011-02-18,61.662998,61.662998,61.157001,61.512001,61.512001,0
2011-02-21,61.801998,61.806000,61.263000,61.796001,61.796001,0
2011-02-22,61.299999,61.915001,61.169998,61.348000,61.348000,0
2011-02-23,61.962002,62.030998,61.720001,61.659000,61.659000,0
2011-02-24,62.271000,62.703999,62.248001,61.962002,61.962002,0
2011-02-25,62.859001,62.859001,62.188000,62.686001,62.686001,0
2011-02-28,62.252998,62.660999,62.139999,62.200001,62.200001,0
2011-03-01,62.537998,62.537998,61.859001,62.182999,62.182999,0
2011-03-02,61.648998,62.174999,61.535999,61.904999,61.904999,0
2011-03-03,62.286999,62.834000,62.216999,62.105000,62.105000,0
2011-03-04,62.638000,62.969002,62.638000,62.617001,62.617001,0
2011-03-07,62.888000,63.227001,62.888000,62.812000,62.812000,0
2011-03-08,62.926998,63.000000,62.359001,62.819000,62.819000,0
2011-03-09,62.526001,62.685001,62.299999,62.428001,62.428001,0
2011-03-10,62.591999,62.619999,62.230999,62.396000,62.396000,0
2011-03-11,62.540001,62.556999,62.179001,62.157001,62.157001,0
2011-03-14,62.971001,62.987000,62.698002,62.924000,62.924000,0
2011-03-15,62.917000,63.179001,62.671001,62.931999,62.931999,0
2011-03-16,63.164001,63.202000,62.561001,63.223999,63.223999,0
2011-03-17,63.023998,63.376999,62.891998,62.549000,62.549000,0
2011-03-18,63.591999,63.757999,63.251999,63.131001,63.131001,0
2011-03-21,63.830002,63.910999,63.564999,63.784000,63.784000,0
2011-03-22,64.019997,64.067001,63.658001,63.840000,63.840000,0
2011-03-23,63.699001,63.810001,63.188000,63.681000,63.681000,0
2011-03-24,63.181000,63.446999,62.868999,63.136002,63.136002,0
2011-03-25,63.287998,63.368999,62.959000,63.191002,63.191002,0
2011-03-28,62.875000,63.185001,62.820999,62.945999,62.945999,0
2011-03-29,63.118999,63.231998,62.807999,63.015999,63.015999,0
2011-03-30,63.066002,63.179001,62.742001,62.911999,62.911999,0
2011-03-31,63.230000,63.402000,63.030998,62.991001,62.991001,0
2011-04-01,63.143002,63.151001,62.523998,63.000000,63.000000,0
2011-04-04,63.000000,63.217999,62.754002,63.293999,63.293999,0
2011-04-05,62.914001,63.129002,62.758999,62.951000,62.951000,0
2011-04-06,63.118000,63.285999,62.889000,63.001999,63.001999,0
2011-04-07,63.216999,63.327999,62.868999,63.139000,63.139000,0
2011-04-08,63.506001,63.570999,63.268002,63.032001,63.032001,0
2011-04-11,63.724998,64.180000,63.724998,63.812000,63.812000,0
2011-04-12,63.583000,64.192001,63.441002,63.914001,63.914001,0
2011-04-13,64.242996,64.624001,64.205002,63.803001,63.803001,0
2011-04-14,64.483002,64.516998,63.532001,64.147003,64.147003,0
2011-04-15,null,null,null,null,null,null
2011-04-18,63.756001,63.797001,62.877998,63.948002,63.948002,0
2011-04-19,63.209999,63.662998,63.209999,63.139999,63.139999,0
2011-04-20,64.038002,64.442001,63.792000,63.654999,63.654999,0
2011-04-21,64.483002,64.889999,64.396004,64.278999,64.278999,0
2011-04-22,64.483002,64.889999,64.396004,64.278999,64.278999,0
2011-04-25,64.532997,65.057999,64.532997,64.439003,64.439003,0
2011-04-26,64.650002,65.132004,64.614998,64.742996,64.742996,0
2011-04-27,65.196999,65.272003,64.944000,64.983002,64.983002,0
2011-04-28,65.786003,65.999001,65.509003,65.583000,65.583000,0
2011-04-29,65.862000,65.922997,65.464996,65.549004,65.549004,0
2011-05-02,65.349998,65.981003,65.349998,65.507004,65.507004,0
2011-05-03,65.617996,66.135002,65.526001,65.612999,65.612999,0
2011-05-04,66.019997,66.262001,65.790001,65.862000,65.862000,0
2011-05-05,66.210999,66.460999,65.189003,65.821999,65.821999,0
2011-05-06,65.242996,65.328003,64.622002,64.961998,64.961998,0
2011-05-09,64.498001,64.498001,63.624001,64.119003,64.119003,0
2011-05-10,64.112999,64.338997,63.827000,63.942001,63.942001,0
2011-05-11,64.289001,64.398003,63.525002,64.109001,64.109001,0
2011-05-12,63.602001,64.064003,63.446999,63.270000,63.270000,0
2011-05-13,63.759998,64.281998,63.370998,63.775002,63.775002,0
2011-05-16,63.220001,64.231003,63.220001,63.327999,63.327999,0
2011-05-17,63.907001,64.031998,63.605000,63.813999,63.813999,0
2011-05-18,64.343002,64.422997,63.898998,64.037003,64.037003,0
2011-05-19,64.285004,64.285004,63.844002,64.028000,64.028000,0
2011-05-20,64.376999,64.410004,63.505001,64.197998,64.197998,0
2011-05-23,63.396000,63.720001,63.191002,63.715000,63.715000,0
2011-05-24,63.625000,63.817001,63.432999,63.271000,63.271000,0
2011-05-25,63.611000,63.910999,63.520000,63.639999,63.639999,0
2011-05-26,64.179001,64.255997,63.615002,63.765999,63.765999,0
2011-05-27,64.512001,64.533997,64.043999,63.800999,63.800999,0
2011-05-30,64.447998,64.487999,64.230003,64.607002,64.607002,0
2011-05-31,64.817001,64.976997,64.611000,64.269997,64.269997,0
2011-06-01,64.889000,64.913002,64.425003,64.689003,64.689003,0
2011-06-02,64.348999,64.939003,64.348999,64.557999,64.557999,0
2011-06-03,64.949997,65.390999,64.705002,64.747002,64.747002,0
2011-06-06,65.505997,65.560997,65.221001,65.607002,65.607002,0
2011-06-07,65.274002,65.583000,65.274002,65.223000,65.223000,0
2011-06-08,65.554001,65.588997,65.068001,65.541000,65.541000,0
2011-06-09,65.380997,65.467003,64.695999,65.070000,65.070000,0
2011-06-10,65.016998,65.016998,64.102997,64.707001,64.707001,0
2011-06-13,64.288002,64.565002,64.193001,64.245003,64.245003,0
2011-06-14,64.427002,64.765999,64.290001,64.380997,64.380997,0
2011-06-15,64.440002,64.459999,63.450001,64.681999,64.681999,0
2011-06-16,63.532001,63.694000,63.132999,63.376999,63.376999,0
2011-06-17,63.676998,64.235001,63.428001,63.338001,63.338001,0
2011-06-20,63.994999,64.419998,63.839001,64.127998,64.127998,0
2011-06-21,64.496002,64.541000,64.220001,64.226997,64.226997,0
2011-06-22,64.412003,64.649002,64.336998,64.489998,64.489998,0
2011-06-23,64.271004,64.302002,63.320999,64.440002,64.440002,0
2011-06-24,64.057999,64.260002,63.650002,63.797001,63.797001,0
2011-06-27,63.591000,64.281998,63.591000,63.831001,63.831001,0
2011-06-28,64.369003,64.706001,64.058998,64.181999,64.181999,0
2011-06-29,64.625000,64.797997,64.303001,64.509003,64.509003,0
2011-06-30,65.074997,65.074997,64.468002,64.580002,64.580002,0
2011-07-01,64.699997,64.837997,64.313004,64.690002,64.690002,0
2011-07-04,64.814003,64.814003,64.314003,64.819000,64.819000,0
2011-07-05,64.349998,64.514000,64.040001,64.436996,64.436996,0
2011-07-06,64.242996,64.254997,63.360001,63.930000,63.930000,0
2011-07-07,63.675999,63.757999,63.115002,63.520000,63.520000,0
2011-07-08,63.745998,63.745998,62.914001,63.610001,63.610001,0
2011-07-11,63.088001,63.088001,62.151001,63.353001,63.353001,0
2011-07-12,62.228001,62.608002,61.838001,62.216000,62.216000,0
2011-07-13,62.457001,63.111000,62.292999,62.275002,62.275002,0
2011-07-14,63.303001,63.408001,62.758999,63.078999,63.078999,0
2011-07-15,63.082001,63.125000,62.678001,62.757999,62.757999,0
2011-07-18,62.680000,62.744999,62.409000,63.013000,63.013000,0
2011-07-19,62.909000,63.219002,62.667000,62.702999,62.702999,0
2011-07-20,6.229900,63.298000,6.229900,62.827999,62.827999,0
2011-07-21,63.362999,64.004997,62.856998,63.068001,63.068001,0
2011-07-22,64.037003,64.040001,63.466000,63.713001,63.713001,0
2011-07-25,63.770000,63.911999,63.495998,63.699001,63.699001,0
2011-07-26,64.315002,64.315002,63.794998,63.681999,63.681999,0
2011-07-27,64.095001,64.095001,63.223000,63.881001,63.881001,0
2011-07-28,63.262001,63.401001,62.764999,63.167999,63.167999,0
2011-07-29,63.223999,63.609001,62.862000,62.973999,62.973999,0
2011-08-01,63.550999,63.667000,62.433998,63.522999,63.522999,0
2011-08-02,62.830002,63.112000,62.582001,62.502998,62.502998,0
2011-08-03,63.025002,63.550999,62.735001,62.904999,62.904999,0
2011-08-04,63.389000,63.605999,62.773998,63.389000,63.389000,0
2011-08-05,62.778000,63.549999,62.778000,63.002998,63.002998,0
2011-08-08,64.123001,64.666000,63.549999,63.258999,63.258999,0
2011-08-09,64.029999,64.612999,64.029999,64.023003,64.023003,0
2011-08-10,64.876999,65.044998,64.038002,64.317001,64.317001,0
2011-08-11,64.291000,64.699997,63.907001,64.150002,64.150002,0
2011-08-12,64.445999,64.708000,64.240997,64.376999,64.376999,0
2011-08-15,64.600998,65.332001,64.391998,64.674004,64.674004,0
2011-08-16,65.412003,65.412003,64.957001,65.311996,65.311996,0
2011-08-17,65.263000,65.788002,64.686600,65.100998,65.100998,0
2011-08-18,65.417999,65.873001,65.175003,65.448997,65.448997,0
2011-08-19,65.171997,65.915001,65.054001,65.374001,65.374001,0
2011-08-22,65.967003,66.195999,65.401001,65.719002,65.719002,0
2011-08-23,65.650002,66.146004,65.554001,65.535004,65.535004,0
2011-08-24,65.805000,66.572998,65.805000,65.640999,65.640999,0
2011-08-25,66.262001,66.577003,65.920998,66.204002,66.204002,0
2011-08-26,66.355003,66.732002,66.097000,66.165001,66.165001,0
2011-08-29,66.594002,66.855003,66.412003,66.675003,66.675003,0
2011-08-30,66.877998,66.877998,66.216003,66.510002,66.510002,0
2011-08-31,66.300003,66.348000,65.899002,66.248001,66.248001,0
2011-09-01,65.626999,65.626999,64.904999,65.764999,65.764999,0
2011-09-02,65.505997,65.538002,64.883003,65.199997,65.199997,0
2011-09-05,65.078003,65.088997,64.614998,64.883003,64.883003,0
2011-09-06,64.921997,65.474998,64.316002,64.775002,64.775002,0
2011-09-07,64.697998,64.931999,64.324997,64.418999,64.418999,0
2011-09-08,64.908997,65.097000,64.313004,64.906998,64.906998,0
2011-09-09,64.331001,64.622002,63.570999,64.287003,64.287003,0
2011-09-12,63.264999,64.564003,63.194000,63.672001,63.672001,0
2011-09-13,64.570999,65.135002,64.103996,64.200996,64.200996,0
2011-09-14,64.862999,65.411003,64.836998,65.064003,65.064003,0
